user_id,income_level,shopping_freq,age,activity_score,is_member,ltv
2214,4.06,2,38,1.6,1,1227.76
2215,5.53,4,37,0.56,1,1436.12
2216,4.13,2,51,1.95,1,1222.09
2217,4.87,3,35,5.77,0,1147.52
2218,9.2,3,40,6.32,1,1828.27
2219,4.51,1,38,2.87,0,1025.07
2220,4.28,3,33,4.0,1,1330.76
2221,3.7,2,33,2.19,1,1190.15
2222,6.49,4,48,4.05,1,1545.97
2223,4.64,4,34,3.23,0,1189.49
2224,3.7,2,31,1.71,0,987.37
2225,7.64,1,27,3.47,1,1496.2
2226,7.84,3,39,4.8,1,1563.54
2227,3.8,2,29,2.56,0,953.8
2228,1.27,5,38,3.46,0,850.21
2229,7.02,3,36,5.43,1,1579.26
2230,3.63,3,30,1.23,0,1009.82
2231,6.58,7,21,5.1,1,1667.5
2232,1.06,4,24,0.62,1,997.75
2233,6.79,2,26,1.38,1,1462.49
2234,2.58,4,24,2.58,0,911.82
2235,6.46,3,39,4.71,1,1569.51
2236,5.03,3,56,3.49,0,1143.54
2237,3.09,6,29,3.78,1,1269.62
2238,4.19,2,31,2.36,0,935.48
2239,6.37,0,29,2.16,0,1141.64
2240,5.21,3,43,3.14,1,1397.08
2241,6.17,3,39,5.35,0,1234.3
2242,8.95,1,34,5.15,1,1652.3
2243,1.87,3,22,0.32,0,782.58
2244,8.23,0,25,4.25,1,1511.98
2245,5.21,2,36,4.48,1,1375.11
2246,3.2,4,37,3.56,0,1008.57
2247,2.34,6,34,4.26,0,1001.72
2248,4.62,3,41,1.72,0,1179.29
2249,6.84,3,22,4.45,0,1344.22
2250,4.74,0,38,2.02,0,949.33
2251,8.02,7,37,6.71,1,1808.95
2252,2.1,3,25,1.1,0,802.32
2253,4.98,4,28,2.82,1,1418.92
2254,2.5,5,41,2.74,0,1037.87
2255,5.73,2,23,2.54,0,1172.73
2256,6.77,0,59,3.65,0,1167.46
2257,4.16,1,40,0.34,1,1195.26
2258,1.0,1,34,1.98,0,579.1
2259,5.4,2,32,0.51,1,1343.58
2260,5.87,2,42,4.44,1,1388.21
2261,5.81,3,30,3.22,1,1451.59
2262,7.47,2,31,2.89,1,1571.1
2263,2.86,3,49,2.5,1,1115.39
2264,6.36,3,30,4.97,0,1378.76
2265,7.39,6,36,6.65,1,1684.27
2266,1.44,4,27,3.05,0,820.46
2267,5.64,4,37,3.16,1,1506.83
2268,3.99,1,40,2.5,1,1117.42
2269,4.84,0,51,0.64,0,989.27
2270,5.7,4,25,4.13,1,1442.91
2271,4.03,2,20,2.95,1,1182.99
2272,3.65,7,32,3.55,1,1350.14
2273,5.07,3,28,1.6,1,1394.87
2274,2.83,1,34,1.12,0,871.7
2275,2.83,1,40,3.62,1,1071.81
2276,6.36,4,57,4.77,1,1514.41
2277,2.7,3,30,1.77,0,936.85
2278,6.33,4,18,4.21,1,1633.02
2279,5.93,3,32,4.25,0,1257.03
2280,1.55,2,38,-0.18,1,897.03
2281,3.64,0,25,0.33,0,821.79
2282,7.39,1,37,3.26,0,1243.76
2283,3.04,3,36,1.91,0,1019.81
2284,4.07,3,37,4.73,0,1076.83
2285,5.92,3,42,3.93,1,1363.71
2286,6.57,1,34,3.07,1,1471.82
2287,4.5,6,40,4.1,1,1478.03
2288,3.8,2,18,0.48,0,989.22
2289,7.84,2,25,3.62,0,1460.34
2290,8.48,5,31,4.99,1,1786.33
2291,6.96,4,24,3.66,1,1663.87
2292,5.17,4,35,5.02,1,1306.59
2293,3.38,2,31,2.95,0,901.7
2294,3.34,8,30,2.86,1,1473.5
2295,6.05,5,43,3.26,0,1438.41
2296,5.84,5,35,3.16,1,1472.79
2297,7.8,7,24,5.81,1,1809.42
2298,6.3,2,28,3.95,1,1438.4
2299,1.99,2,42,2.01,0,752.41
2300,7.1,3,36,3.44,1,1547.23
2301,3.0,6,46,3.12,1,1379.51
2302,4.23,2,43,2.66,1,1171.64
2303,5.5,6,31,5.75,1,1538.02
2304,8.99,6,49,7.07,1,1912.78
2305,10.0,4,50,4.76,1,1923.27
2306,6.21,5,18,2.72,1,1528.11
2307,4.63,4,35,3.41,1,1354.45
2308,6.07,2,29,3.0,1,1392.41
2309,6.78,2,32,3.03,1,1492.71
2310,4.36,6,26,3.22,1,1377.06
2311,8.59,5,25,6.37,1,1872.61
2312,5.46,2,44,1.83,1,1358.92
2313,6.0,2,23,5.45,0,1252.9
2314,6.33,4,35,3.65,1,1504.62
2315,5.84,3,21,4.45,0,1173.31
2316,6.68,3,47,3.57,1,1470.06
2317,3.77,6,35,2.16,0,1211.58
2318,3.88,3,42,2.7,0,1016.3
2319,2.8,4,36,1.35,0,898.98
2320,5.88,4,32,4.29,1,1496.92
2321,6.56,4,35,4.45,1,1539.75
2322,5.92,4,50,3.46,0,1276.79
2323,8.35,5,26,5.83,1,1699.39
2324,4.99,0,18,3.53,1,1123.43
2325,6.34,3,27,3.96,1,1456.35
2326,2.82,1,22,0.98,1,985.28
2327,4.23,3,44,3.41,1,1244.11
2328,6.39,10,33,6.64,1,1880.73
2329,6.7,3,43,3.96,1,1466.61
2330,4.41,3,35,4.48,0,1045.92
2331,4.86,2,35,2.73,0,1059.32
2332,1.96,2,36,3.07,0,748.26
2333,4.29,1,49,1.79,1,1167.82
2334,6.78,4,36,5.44,1,1629.46
2335,6.15,4,46,4.06,0,1300.67
2336,6.0,5,45,4.77,0,1363.04
2337,5.1,6,33,2.32,1,1393.9
2338,5.01,2,34,5.28,0,1105.49
2339,3.68,2,31,2.76,1,1241.73
2340,6.4,2,47,4.82,0,1244.68
2341,5.84,2,25,2.14,1,1390.6
2342,5.98,1,27,3.46,0,1162.68
2343,3.95,2,32,2.39,0,1073.19
2344,1.0,4,23,0.64,0,867.69
2345,7.19,4,29,6.08,1,1568.33
2346,4.04,3,46,3.07,0,1114.36
2347,3.27,2,41,2.18,1,1196.25
2348,6.39,2,30,4.42,1,1353.19
2349,4.22,2,43,1.85,1,1222.9
2350,7.12,1,55,4.02,1,1488.26
2351,6.23,2,38,3.81,1,1283.38
2352,6.37,3,49,4.22,1,1452.7
2353,2.27,2,43,2.76,0,791.02
2354,7.42,3,32,4.19,1,1560.13
2355,5.52,5,36,3.73,0,1354.48
2356,4.26,5,40,3.02,1,1373.32
2357,5.29,1,27,2.29,0,1099.74
2358,1.45,3,18,2.73,0,799.23
2359,5.82,6,26,4.64,1,1705.14
2360,2.94,3,18,3.39,1,1193.95
2361,2.29,3,27,2.32,0,878.59
2362,1.96,1,18,0.4,0,732.33
2363,7.23,2,43,2.71,1,1487.71
2364,3.74,0,23,0.42,0,825.49
2365,8.07,2,40,3.74,0,1346.9
2366,3.93,4,42,4.18,0,1141.94
2367,1.59,5,42,3.59,0,863.78
2368,2.77,6,18,3.28,0,1108.8
2369,7.47,6,46,6.46,1,1721.99
2370,4.69,6,39,3.59,1,1431.27
2371,3.9,3,43,2.22,1,1223.83
2372,5.32,3,53,4.33,1,1471.6
2373,6.0,5,42,4.67,1,1702.24
2374,7.23,2,23,4.95,0,1305.15
2375,7.9,4,41,5.2,1,1666.79
2376,4.28,4,19,2.96,1,1375.8
2377,2.35,4,34,2.16,1,1142.43
2378,4.17,5,29,3.89,1,1334.64
2379,5.52,4,35,4.2,0,1276.6
2380,3.07,6,19,2.4,0,1145.62
2381,3.09,3,21,2.32,1,1146.57
2382,5.69,0,30,1.32,0,1058.15
2383,4.9,2,32,2.7,1,1376.02
2384,5.07,5,30,3.11,1,1415.52
2385,3.48,1,49,-1.0,0,871.3
2386,4.54,2,39,5.08,1,1230.79
2387,3.15,7,38,2.9,1,1450.11
2388,6.78,2,31,3.05,0,1179.21
2389,7.07,5,21,6.66,0,1498.17
2390,1.31,4,34,0.68,1,1029.29
2391,3.14,2,53,0.72,1,1204.77
2392,2.01,2,37,1.4,0,818.48
2393,3.7,1,46,1.66,0,812.43
2394,4.83,0,47,1.78,1,1263.89
2395,2.1,2,40,0.73,0,798.27
2396,3.16,3,37,2.29,1,1063.59
2397,2.99,3,25,4.03,0,928.94
2398,5.41,2,32,1.7,1,1343.26
2399,5.14,3,31,4.31,1,1311.41
2400,3.56,2,38,3.91,0,879.08
2401,5.35,5,20,3.55,1,1500.19
2402,3.91,2,29,2.93,0,928.47
2403,4.46,3,39,3.01,1,1244.37
2404,8.35,1,27,2.75,1,1652.56
2405,7.68,4,25,6.26,1,1651.56
2406,2.4,0,27,1.24,0,679.22
2407,6.66,1,32,3.11,1,1371.17
2408,6.62,6,18,3.59,1,1681.59
2409,2.7,3,27,2.77,0,941.44
2410,6.64,4,44,4.67,1,1597.04
2411,8.08,5,38,6.14,1,1797.8
2412,2.75,8,39,4.33,1,1392.17
2413,3.16,7,18,2.87,0,1196.9
2414,7.04,3,30,1.0,1,1529.75
2415,5.54,3,33,3.56,1,1348.41
2416,6.1,1,39,3.17,1,1428.19
2417,5.68,7,46,5.1,1,1662.13
2418,5.78,8,44,6.81,1,1664.07
2419,2.35,1,29,1.42,0,751.49
2420,7.09,5,29,5.74,0,1573.77
2421,7.34,3,49,4.95,1,1538.69
2422,4.54,5,31,2.39,0,1215.48
2423,4.91,2,24,1.77,0,1057.79
2424,1.94,3,32,3.02,0,823.22
2425,6.03,4,48,3.33,1,1465.34
2426,6.14,6,25,5.24,1,1506.2
2427,4.88,1,30,1.71,0,1057.07
2428,7.25,7,26,6.47,1,1807.71
2429,4.33,3,44,3.31,1,1249.95
2430,6.13,4,37,3.97,0,1443.24
2431,2.96,6,44,3.95,0,1110.23
2432,4.95,2,50,3.34,0,1103.65
2433,4.65,0,19,1.6,1,1184.48
2434,5.45,1,27,3.04,0,1065.41
2435,4.26,4,30,4.0,1,1277.21
2436,4.74,3,35,4.38,0,1085.64
2437,6.65,3,40,4.1,1,1487.96
2438,4.13,4,30,5.05,1,1340.68
2439,1.79,5,28,1.65,0,909.79
2440,8.5,1,44,2.99,1,1630.85
2441,7.76,7,40,4.57,1,1763.21
2442,2.42,6,38,3.0,1,1209.33
2443,6.38,2,18,3.8,1,1402.33
2444,3.99,3,47,3.02,0,858.55
2445,5.53,4,36,3.3,1,1429.8
2446,5.59,1,33,5.32,0,1056.96
2447,4.53,4,26,4.98,1,1375.97
2448,3.43,7,28,2.67,1,1429.88
2449,3.62,1,26,2.01,0,841.88
2450,3.17,3,18,2.53,0,954.49
2451,3.34,1,26,2.65,1,1019.65
2452,4.87,4,19,2.11,1,1402.79
2453,3.57,4,34,1.27,0,1022.5
2454,6.36,2,23,2.56,1,1409.71
2455,7.97,6,42,7.29,1,1786.61
2456,3.84,3,18,2.17,0,1048.29
2457,5.48,4,46,4.75,1,1450.64
2458,6.0,2,43,4.19,0,1219.6
2459,5.94,5,24,4.29,1,1580.34
2460,5.15,3,34,4.3,1,1358.54
2461,6.49,4,26,3.22,0,1296.76
2462,5.96,3,40,3.41,1,1366.38
2463,2.52,3,52,-0.05,1,1064.33
2464,6.74,6,46,5.27,1,1685.07
2465,6.77,1,28,2.89,1,1358.3
2466,3.47,4,36,5.13,1,1301.03
2467,5.08,1,50,2.9,1,1205.04
2468,6.37,1,40,4.3,1,1381.02
2469,4.58,4,45,4.14,1,1431.95
2470,7.15,3,41,4.4,1,1555.48
2471,9.73,1,35,6.16,0,1468.17
2472,3.43,2,34,2.35,0,817.3
2473,2.24,2,22,2.19,0,844.1
2474,5.61,2,27,5.76,1,1376.27
2475,6.44,3,25,4.31,1,1523.12
2476,4.54,4,31,2.94,1,1359.48
2477,7.91,7,35,5.35,1,1813.83
2478,2.32,2,33,1.68,1,992.96
2479,6.39,7,37,5.41,1,1690.67
2480,3.79,0,41,1.95,0,928.33
2481,8.44,3,30,3.54,1,1545.9
2482,8.99,6,42,4.03,1,1945.44
2483,3.47,2,46,1.36,1,1132.14
2484,3.9,1,39,2.31,0,931.73
2485,6.72,2,29,4.02,1,1506.68
2486,4.23,6,44,4.37,0,1214.04
2487,4.91,3,39,3.72,1,1352.21
2488,5.05,2,41,2.63,0,1023.38
2489,1.16,6,50,1.36,1,1102.19
2490,4.97,3,42,3.91,1,1372.55
2491,3.62,1,50,2.34,0,892.47
2492,4.01,3,33,1.81,1,1234.79
2493,7.89,4,30,5.77,1,1696.93
2494,2.49,5,46,3.7,1,1220.25
2495,6.63,5,25,5.6,1,1688.72
2496,4.44,1,53,3.49,0,1016.19
2497,4.44,2,48,2.07,1,1311.62
2498,6.58,7,35,6.24,1,1703.22
2499,5.68,3,47,3.58,1,1299.58
2500,6.14,3,41,6.02,1,1442.72
2501,6.94,2,22,4.96,1,1453.13
2502,4.34,2,26,3.2,0,1030.59
2503,3.78,2,37,4.2,0,961.49
2504,2.83,4,36,2.11,1,1196.14
2505,3.35,6,48,4.03,0,1101.4
2506,10.0,10,38,10.24,1,2210.78
2507,7.49,3,22,5.46,1,1617.42
2508,2.3,3,29,2.2,0,881.56
2509,2.36,2,42,1.51,0,762.34
2510,5.96,2,18,2.61,1,1441.06
2511,6.09,6,20,4.56,1,1640.44
2512,6.1,1,31,2.53,0,1150.21
2513,4.49,4,44,3.21,0,1058.45
2514,4.75,6,32,4.06,1,1490.01
2515,5.66,2,39,4.42,1,1339.18
2516,5.17,3,35,3.08,1,1339.7
2517,1.0,1,33,0.2,0,646.09
2518,4.54,5,28,4.66,0,1276.81
2519,3.3,1,43,2.65,0,887.07
2520,5.35,3,22,3.33,0,1179.51
2521,10.0,3,32,6.5,1,1823.93
2522,5.73,4,46,3.81,1,1475.05
2523,4.37,2,27,2.57,0,1037.24
2524,6.84,2,19,5.58,1,1514.51
2525,5.97,4,18,4.04,1,1469.96
2526,5.84,0,41,2.51,1,1243.42
2527,6.21,3,42,4.02,1,1449.23
2528,9.11,3,31,3.49,1,1756.96
2529,2.74,7,22,3.3,1,1322.76
2530,5.95,3,33,4.13,1,1444.24
2531,3.15,2,46,4.16,0,865.18
2532,6.11,2,22,3.75,1,1406.83
2533,3.16,1,45,2.32,1,1100.44
2534,4.17,1,18,2.73,0,1030.14
2535,4.41,3,23,5.37,1,1340.2
2536,6.95,2,36,5.08,1,1492.12
2537,6.84,3,44,2.87,1,1525.78
2538,2.51,6,49,4.28,0,1113.01
2539,5.11,2,44,2.21,1,1305.49
2540,3.58,3,50,2.04,0,1051.44
2541,2.48,2,36,0.54,1,1046.84
2542,4.57,3,28,5.01,0,986.64
2543,4.38,1,46,3.68,0,1021.5
2544,9.85,1,48,6.46,1,1783.66
2545,5.87,1,44,4.27,1,1320.19
2546,2.24,1,41,2.11,0,716.61
2547,3.87,3,48,2.52,1,1313.12
2548,7.04,6,38,5.53,1,1696.98
2549,9.18,5,34,5.57,1,1850.5
2550,1.83,3,42,0.96,0,855.25
2551,1.24,3,39,0.88,1,1110.83
2552,8.74,4,43,7.93,1,1798.4
2553,5.78,2,33,3.11,1,1386.84
2554,3.26,3,44,3.53,1,1179.83
2555,6.07,5,43,6.61,1,1639.63
2556,1.0,6,37,3.08,0,926.37
2557,5.01,1,27,2.02,1,1293.87
2558,5.66,4,47,3.29,1,1480.76
2559,6.85,3,22,4.44,0,1361.65
2560,2.97,4,25,4.94,0,983.3
2561,5.17,2,36,4.61,0,1125.6
2562,3.15,5,18,3.61,0,1030.61
2563,5.51,1,50,2.85,1,1275.68
2564,3.21,4,35,3.18,1,1245.45
2565,4.18,5,50,3.78,0,1133.2
2566,3.01,1,53,1.99,0,857.36
2567,6.3,1,33,2.58,1,1361.85
2568,6.72,4,48,3.66,1,1515.48
2569,4.53,1,24,2.89,1,1214.46
2570,5.08,4,39,2.58,1,1446.42
2571,2.1,3,30,1.33,0,794.52
2572,4.4,4,41,3.43,0,1170.51
2573,4.9,5,43,4.28,1,1384.21
2574,10.0,4,33,7.32,1,1967.78
2575,2.78,3,40,1.03,1,1155.96
2576,7.93,5,44,4.21,1,1677.07
2577,6.99,6,36,6.6,1,1742.02
2578,5.56,4,60,5.66,1,1425.47
2579,8.52,2,33,3.81,1,1603.45
2580,5.74,1,51,2.33,1,1360.51
2581,5.78,1,46,3.73,1,1388.17
2582,4.89,1,18,2.8,1,1263.19
2583,7.45,2,49,4.38,1,1526.13
2584,7.19,2,45,3.42,1,1527.77
2585,3.75,3,36,3.49,0,995.76
2586,2.36,5,38,2.44,0,977.43
2587,4.59,4,39,3.23,0,1179.81
2588,3.4,2,48,1.17,0,868.68
2589,4.87,4,30,4.43,1,1409.61
2590,7.47,3,50,4.28,1,1526.86
2591,4.09,1,24,2.3,0,894.85
2592,4.91,2,18,4.25,0,1124.13
2593,5.12,1,40,1.81,0,1019.4
2594,6.7,3,47,4.16,1,1470.13
2595,1.0,4,33,0.14,0,785.22
2596,3.79,7,18,3.47,1,1399.09
2597,5.42,4,20,5.2,1,1453.83
2598,7.4,2,39,2.76,1,1548.75
2599,4.02,2,34,2.84,0,952.34
2600,1.25,3,47,3.13,1,889.14
2601,6.24,3,35,4.57,0,1263.8
2602,3.73,1,27,1.58,1,1177.95
2603,2.62,3,38,1.1,0,908.78
2604,3.75,3,45,0.85,0,1007.75
2605,4.63,3,48,4.78,0,1199.61
2606,3.79,3,33,2.37,1,1266.68
2607,1.0,3,35,-0.4,0,663.62
2608,6.79,5,42,3.88,1,1615.46
2609,7.55,3,27,3.6,1,1616.13
2610,6.3,2,42,3.26,0,1176.92
2611,2.72,4,32,4.95,1,1157.82
2612,4.6,3,34,4.12,0,1110.77
2613,4.99,1,35,3.28,0,1037.51
2614,6.2,1,36,4.6,0,1109.22
2615,6.34,4,54,6.2,0,1407.08
2616,3.53,3,30,3.19,0,1016.51
2617,5.16,2,30,4.62,1,1273.44
2618,5.91,5,49,3.82,1,1585.26
2619,7.91,7,39,5.19,1,1837.11
2620,6.41,1,42,2.47,1,1440.49
2621,6.58,4,24,4.78,1,1552.6
2622,5.17,2,37,0.55,1,1242.96
2623,7.82,3,43,6.14,1,1578.73
2624,5.82,2,28,3.02,1,1439.01
2625,3.28,0,41,2.47,0,879.42
2626,7.81,3,32,3.41,0,1364.21
2627,6.4,4,28,5.51,1,1609.23
2628,4.11,0,45,3.44,1,1162.68
2629,4.04,0,46,2.12,0,872.39
2630,5.59,1,36,3.62,1,1305.41
2631,5.93,3,39,2.84,1,1332.5
2632,5.39,1,48,3.04,1,1254.42
2633,5.62,2,31,4.38,1,1351.69
2634,8.4,5,38,5.4,1,1805.46
2635,7.14,3,31,6.0,1,1558.52
2636,5.38,5,24,2.41,1,1495.06
2637,6.88,3,31,4.01,0,1289.85
2638,2.93,5,23,1.05,0,1059.69
2639,5.8,4,39,4.41,0,1363.74
2640,8.62,7,27,6.2,1,1933.83
2641,4.56,2,21,2.71,1,1258.09
2642,3.3,4,42,3.59,0,993.44
2643,3.7,2,41,2.16,0,951.76
2644,2.82,3,31,5.12,1,1066.47
2645,3.43,2,42,3.12,0,870.77
2646,4.26,1,26,2.46,0,972.4
2647,2.19,8,31,2.82,0,1146.61
2648,5.03,2,39,2.2,0,1060.34
2649,6.8,1,45,4.14,1,1490.24
2650,3.18,5,31,2.57,1,1240.41
2651,8.04,3,29,5.91,0,1449.36
2652,6.02,1,44,3.23,1,1399.43
2653,7.06,1,41,3.75,0,1240.46
2654,3.68,3,36,2.86,0,1049.81
2655,6.71,5,46,4.7,1,1649.54
2656,2.82,1,54,1.99,0,797.92
2657,6.78,1,38,5.76,1,1395.7
2658,5.34,4,29,4.41,0,1295.49
2659,6.11,5,39,4.98,1,1626.65
2660,2.65,5,26,3.61,0,1046.16
2661,3.21,6,47,3.3,1,1277.6
2662,6.19,4,27,3.33,1,1562.87
2663,3.1,0,33,-1.47,1,996.43
2664,5.93,2,26,1.51,0,1129.21
2665,2.27,3,36,2.78,1,1044.74
2666,6.7,5,37,5.22,1,1608.45
2667,2.53,1,42,1.42,0,857.82
2668,6.1,4,36,6.61,1,1470.33
2669,6.25,3,35,3.99,1,1426.84
2670,3.61,3,29,0.34,1,1186.51
2671,6.16,7,32,5.93,1,1660.31
2672,5.52,5,21,5.42,1,1535.74
2673,3.92,1,48,2.98,0,970.75
2674,2.98,3,34,3.57,1,1035.81
2675,1.07,5,51,0.28,0,839.68
2676,5.7,5,33,4.44,1,1526.13
2677,1.87,6,18,1.91,0,943.52
2678,5.19,2,30,3.72,0,1080.05
2679,4.47,4,34,4.96,0,1178.54
2680,6.36,6,35,4.61,1,1669.99
2681,4.4,1,41,3.15,0,980.73
2682,4.34,1,36,1.59,0,1004.21
2683,6.46,1,31,3.51,1,1419.53
2684,5.67,3,25,3.22,0,1162.17
2685,5.63,4,30,5.82,0,1209.06
2686,5.94,2,41,2.49,1,1374.19
2687,1.93,2,43,1.65,0,758.24
2688,6.51,3,28,5.53,0,1271.52
2689,6.22,5,45,2.67,1,1567.74
2690,2.97,5,40,3.41,0,1042.08
2691,4.51,2,26,2.97,0,923.16
2692,4.92,5,37,3.28,1,1446.92
2693,4.73,1,38,3.88,1,1210.5
2694,5.67,1,24,4.85,1,1328.05
2695,7.86,4,21,5.79,1,1654.23
2696,7.16,3,39,4.18,1,1534.58
2697,2.38,4,30,0.94,0,918.03
2698,6.24,4,50,4.5,0,1377.84
2699,7.66,5,52,5.18,1,1694.95
2700,5.77,0,39,2.79,1,1332.9
2701,7.18,6,44,4.89,1,1767.05
2702,9.02,3,24,4.83,1,1735.54
2703,7.05,4,21,4.75,1,1579.19
2704,5.5,1,33,1.82,1,1276.05
2705,7.09,1,22,4.88,0,1251.81
2706,5.29,3,38,2.78,1,1351.04
2707,5.05,6,27,4.44,0,1341.57
2708,4.3,6,36,3.62,1,1397.43
2709,8.13,2,33,5.31,0,1455.83
2710,3.36,7,41,4.38,1,1339.69
2711,8.06,1,38,4.84,1,1473.1
2712,6.0,2,30,2.43,0,1110.12
2713,2.2,4,21,2.11,0,893.12
2714,5.74,3,36,5.37,1,1383.15
2715,1.0,7,18,2.26,0,907.36
2716,6.25,2,47,4.77,1,1474.25
2717,6.77,1,40,3.68,1,1390.47
2718,3.82,1,43,1.9,1,1033.25
2719,5.25,6,25,4.61,1,1552.95
2720,8.91,1,38,3.92,1,1707.63
2721,3.99,1,28,3.19,0,971.34
2722,2.88,1,36,0.89,0,804.71
2723,7.96,3,25,5.44,1,1654.91
2724,8.93,4,34,6.74,1,1752.35
2725,5.01,2,21,3.53,1,1252.16
2726,7.02,3,33,3.84,1,1542.41
2727,7.68,4,18,5.23,1,1665.45
2728,3.52,3,52,1.92,0,991.36
2729,4.03,3,36,2.7,1,1336.52
2730,7.46,2,35,3.81,0,1348.31
2731,8.37,3,41,4.32,1,1734.99
2732,6.13,4,22,4.89,1,1624.17
2733,3.24,3,27,3.5,0,950.36
2734,8.97,3,40,6.44,1,1754.84
2735,3.94,2,36,2.81,0,1034.65
2736,4.33,4,27,4.83,0,1139.08
2737,5.68,4,41,3.37,1,1454.61
2738,8.11,2,38,5.94,1,1728.01
2739,6.71,6,40,6.06,1,1730.71
2740,5.83,1,38,3.25,1,1227.89
2741,5.93,3,28,4.09,1,1510.52
2742,5.09,3,34,4.48,0,1238.72
2743,6.12,4,18,4.92,1,1571.4
2744,1.0,4,29,1.96,0,837.53
2745,4.41,6,32,3.55,0,1318.23
2746,5.48,1,41,2.12,0,1142.4
2747,2.7,4,40,2.66,0,998.73
2748,5.77,2,27,2.34,0,1183.97
2749,4.59,4,27,4.23,0,1105.53
2750,8.51,5,48,3.98,1,1732.46
2751,8.15,4,32,5.58,1,1753.25
2752,4.07,2,36,2.36,1,1244.59
2753,4.7,5,42,3.41,1,1417.7
2754,4.85,2,34,2.75,1,1242.38
2755,4.1,5,33,0.67,0,1103.17
2756,5.39,1,31,2.55,1,1270.9
2757,3.48,2,29,1.47,0,983.44
2758,2.74,4,36,1.71,0,1085.8
2759,6.25,2,18,6.84,1,1423.32
2760,6.26,3,31,2.64,1,1490.29
2761,3.39,1,40,2.39,1,1145.43
2762,6.79,4,39,3.8,1,1575.88
2763,3.74,1,49,1.26,0,942.12
2764,5.51,2,43,2.01,1,1391.73
2765,6.64,0,39,4.45,1,1419.17
2766,4.93,1,35,3.97,0,1045.98
2767,5.91,3,30,3.23,1,1416.92
2768,3.97,4,40,4.1,0,1106.92
2769,4.61,0,38,1.27,0,875.84
2770,4.59,8,31,4.29,0,1373.51
2771,3.51,3,26,3.33,1,1244.03
2772,4.65,3,34,2.22,0,1199.56
2773,1.9,3,46,1.11,1,1086.51
2774,4.02,1,36,2.33,1,1023.47
2775,4.43,4,35,3.45,0,1212.61
2776,4.49,3,39,2.07,0,1172.11
2777,4.52,3,39,5.39,0,1055.67
2778,4.88,3,37,2.49,1,1317.62
2779,5.96,3,34,4.83,1,1517.84
2780,6.75,2,29,4.57,1,1477.68
2781,3.7,2,45,1.64,1,1140.67
2782,2.59,3,30,2.66,0,871.79
2783,2.92,3,50,1.52,0,1073.32
2784,4.03,5,36,3.58,0,1191.93
2785,4.3,1,35,3.27,0,965.69
2786,3.46,1,42,1.47,0,967.43
2787,2.41,3,28,2.52,0,886.27
2788,4.09,2,40,2.07,1,1269.35
2789,5.36,4,36,4.06,1,1465.35
2790,6.19,3,39,4.1,1,1452.07
2791,3.89,3,28,2.48,0,1063.43
2792,4.17,1,28,0.56,0,994.34
2793,3.15,2,18,2.95,0,954.7
2794,4.94,5,30,5.96,0,1325.13
2795,3.3,2,29,2.39,0,1040.91
2796,6.15,3,28,3.36,1,1485.18
2797,1.43,2,33,1.52,0,647.43
2798,4.28,3,35,4.19,1,1321.91
2799,5.6,1,39,4.38,0,1097.18
2800,5.37,4,40,4.8,0,1152.21
2801,10.0,2,41,6.05,1,1834.53
2802,5.7,3,41,4.43,1,1441.93
2803,2.99,1,37,1.91,0,808.91
2804,4.81,1,35,1.75,1,1171.61
2805,1.45,1,44,0.65,0,764.54
2806,4.84,3,41,3.0,0,1159.19
2807,3.33,0,20,1.96,0,793.84
2808,6.83,2,33,2.25,1,1516.21
2809,3.9,2,18,3.06,0,969.08
2810,4.77,3,18,1.27,0,1153.89
2811,3.73,5,29,3.78,1,1338.59
2812,8.48,3,33,6.31,1,1569.55
2813,4.36,5,30,4.57,0,1191.17
2814,8.67,5,18,4.94,1,1808.18
2815,6.63,1,42,4.24,1,1375.81
2816,5.96,5,27,5.19,0,1283.21
2817,5.74,3,39,5.47,1,1412.87
2818,5.79,0,28,3.26,1,1261.12
2819,1.14,4,30,2.8,1,1047.04
2820,4.44,2,39,2.38,1,1236.97
2821,6.69,6,31,4.29,1,1673.46
2822,4.9,1,36,3.62,1,1256.58
2823,2.19,2,37,2.57,0,795.77
2824,4.9,1,20,2.11,0,989.7
2825,8.41,2,39,3.59,1,1751.49
2826,7.49,4,25,5.07,1,1645.49
2827,4.88,5,23,3.98,1,1427.1
2828,6.9,1,27,3.99,0,1310.96
2829,4.27,6,43,4.82,0,1321.06
2830,1.59,7,18,3.92,0,1081.51
2831,3.15,2,41,2.18,0,895.59
2832,8.13,2,38,3.67,1,1629.94
2833,4.45,6,35,3.3,0,1274.43
2834,4.51,4,37,2.86,1,1463.16
2835,4.4,5,32,3.58,0,1211.04
2836,8.81,2,41,4.49,1,1704.06
2837,8.25,1,30,4.18,0,1324.54
2838,9.44,5,18,6.29,1,1830.99
2839,4.68,6,34,3.5,1,1535.91
2840,5.59,3,43,4.02,1,1426.42
2841,1.97,2,39,3.41,1,1019.04
2842,7.95,2,53,4.41,1,1649.07
2843,2.66,4,32,1.85,0,1009.06
2844,5.43,5,33,4.52,0,1329.44
2845,2.81,4,32,1.81,0,1012.34
2846,3.82,7,27,3.86,1,1439.16
2847,3.33,2,30,1.58,1,1143.0
2848,3.78,3,24,1.72,0,1074.23
2849,3.92,4,18,2.28,1,1245.26
2850,3.9,2,29,1.89,0,937.83
2851,6.67,2,35,2.89,1,1470.75
2852,2.79,3,41,3.57,0,936.48
2853,5.44,1,29,3.45,0,1130.33
